variety_no,crop_group,crop_name,variety_group,name,maturity_raw,maturity_type,use,zone,bred_year,breeder,summary,body,source_file
268486,식량작물,벼,일반벼,제이제이686비피에이치(JJ686BPH),중만생,LATE,밥쌀용,,2025,농촌진흥청 국립식량과학원 기초식량작물부 품종개발과,가. 중만생(자포니카) 나. 복합내병충성 : 벼멸구(bph2+Bph3) 및 줄무늬잎마름병 강 다. 용도 : 밥쌀용,"[품종 요약서]국립식량과학원품종 주요특성 (일반인 이해를 위해 전문용어 사용 지양)벼멸구(bph2+Bph3) 유전자 복합화 및 저항성 향상중만생종, 벼멸구 및 줄무늬잎마름병 강서남부해안 및 호남평야재배상 유의사항 및 보완사항 (일반인 이해를 위해 전문용어 사용 지양)보통기 보비재배○ 질소질 비료 과용 시 도복 발생, 품질 저하, 등숙 및 숙색 불량, 병해충 발생 등이 우려되므로 적정 균형시비하여야 함
○ 중산간 고랭지 등 냉해 상습발생지 재배는 지양해야 함
○ 수확기 잦은 강우 시 수발아 위험이 있으므로 적기 수확하여야 하고, 하천 주변 등 습도가 높은 지역은 재배를 지양하여야 함
○ 키다리병 방제를 위하여 철저한 종자소독을 하여야 함
○ 기타 바이러스병 및 해충에 대한 저항성이 없으므로 적기 기본방제를 하여야 함
초형, 도열병 및 벼 흰잎마름병 K3a 균계 등최근 육성품종과 구별되는 특성",268486_제이제이686비피에이치(JJ686BPH).txt
268484,식량작물,수수,,하영찰(Hayoungchal),조생,EARLY,,,2025,농촌진흥청 국립식량과학원 밭작물개발부 경지이용작물과,"가. 용도: 혼반용(찰수수) 나. 주요특성: 조숙성, 중간형(이삭형태), 대립(천립중 31.5g), 다수성(487kg/10a), 기계수확 적합(간장 112cm), 이삭추출 양호(이삭목길이 12.8cm)","[품종 요약서]국립식량과학원품종 주요특성컴바인 수확이 편리한 찰수수수량이 많고 이삭추출이 우수함
제주를 제외한 전국종실색이 옅은갈색임
재배상 유의사항 및 보완사항이삭곰팡이병 방제를 위하여 살균제를 상황에 맞게 살포이삭이 나온 후 수확전까지 조류 피해 발생에 유의병해충 저항성최근 육성품종과 구별되는 특성♩ : 육성당시 표준품종(소담찰) 대비 수량지수♪ : 2022∼2025(4년) 지역적응시험 성적 자료사진 찍은 날짜: 2025년 12월 02일 오후 8:08카메라 제조 업체 : samsung카메라 모델 : Galaxy Z Flip5프로그램 이름 : F731NKSS5EYGBF-스톱 : 1.8노출 시간 : 83337/10000000초노출 모드 : 자동35mm 초점 거리 : 24프로그램 노출 : 자동 제어 모드측광 모드 : 가운데 중점 평균 측광사진 찍은 날짜: 2025년 12월 03일 오후 7:18카메라 제조 업체 : samsung카메라 모델 : Galaxy Z Flip5프로그램 이름 : F731NKSS5EYGBF-스톱 : 1.8노출 시간 : 83337/10000000초노출 모드 : 자동35mm 초점 거리 : 24프로그램 노출 : 자동 제어 모드측광 모드 : 가운데 중점 평균 측광",268484_하영찰(Hayoungchal).txt
268480,식량작물,벼,,다수강(Dasugang),중만생,LATE,사료용,,2025,농촌진흥청 국립식량과학원 기초식량작물부 중북부작물연구센터,"가. 중만생, 사료가치 및 총체수량성 우수, 저온발아성, 고아밀로스 나. 복합내병충성 : 도열병, 흰잎마름병(K1∼K3a), 줄무늬잎마름병, 오갈병, 벼멸구(Bph3+Bph18 복합화) 및 끝동매미충 저항성 다. 용도 : 사료용","[품종 요약서]다수강(Dasugang)국립식량과학원품종 주요특성① 중만생, 사료가치 및 총체수량성 우수② 초기신장성 양호, 까락없음, 저온발아성, 고아밀로스③ 복합내병충성: 도열병, 흰잎마름병(K1∼K3a), 줄무늬잎마름병, 오갈병,        벼멸구(Bph3+Bph18 복합화) 및 끝동매미충 저항성출수기 8.13., 간장 113㎝, 수장 27㎝, 수수 12개, 수당립수 157개, 등숙비율 79.2%, 현미 천립중 22.9g, 총체건물수량 19.4톤/ha, 가소화양분총량(TDN) 71.1%중부 및 남부평야지심복백 0/7 아밀로스함량 25.9%, 산성세제불용섬유소(ADF) 37.3%, 조단백질 4.7%재배상 유의사항 및 보완사항① 최대 총체수량을 확보하려면 다비조건(질소: 18㎏/10a)에서 재배하여야 함
② 사료 영양가치 및 알곡의 소화율을 높이기 위하여 출수 후 30일경 수확을 추천함
메소트리온, 벤조비사이클론 성분을 함유하는 제초제 사용을 금함
탈립성, 내냉성최근 육성품종과 구별되는 특성(수원679호)<(좌) 녹양>     <(우) 다수강(수원679호)>다수강(수원679호) (2025. 9. 20.)",268480_다수강(Dasugang).txt
268479,식량작물,벼,일반벼,해올미(Haeolmi),조생,EARLY,고품질,,2025,농촌진흥청 국립식량과학원 기초식량작물부 중북부작물연구센터,"가. 조생종(추석 전 햅쌀용), 고품질, 도정특성 우수, 쌀외관 및 밥맛우수 나. 복합내병성(도열병, 흰잎마름병), 재배안정성(내수발아 및 내도복) 우수 다. 용도 : 밥쌀용","[품종 요약서]국립식량과학원품종 주요특성고품질, 조생종, 도정특성 및 밥맛 우수, 복합내병성(BL, BB)이삭패는 시기(7월 18일), 도정률 72.7%, 도열병 강중부 평야 및 중산간지, 동북부 해안지 일부수발아 및 도복에 강함
재배상 유의사항 및 보완사항적기 이앙, 적기 방제, 과비·냉해발생지·조기낙수 주의바이러스병, 멸구류 등 병해충 저항성최근 육성품종과 구별되는 특성사진 찍은 날짜: 2025년 09월 08일 오후 3:49카메라 제조 업체 : samsung카메라 모델 : Galaxy S24 Ultra프로그램 이름 : S928NKSS4BYG8F-스톱 : 1.7노출 모드 : 자동35mm 초점 거리 : 23프로그램 노출 : 자동 제어 모드측광 모드 : 가운데 중점 평균 측광조평(좌)        올찬미(우)",268479_해올미(Haeolmi).txt
268478,식량작물,벼,일반벼,진찬미(Jinchanmi),중생,MID,고품질,,2025,농촌진흥청 국립식량과학원 기초식량작물부 중북부작물연구센터,"가. 중생종, 고품질, 도정특성 우수, 쌀외관 및 밥맛우수 나. 복합내병성(도열병, 흰잎마름병K3a, 줄무늬잎마름병), 내수발아성 우수 다. 용도 : 밥쌀용","[품종 요약서]국립식량과학원품종 주요특성고품질, 중생종, 도정특성 및 밥맛 우수, 복합내병성(BL, BB, RSV)이삭패는 시기(8월 7일), 등숙율 94.2%, 흰잎마름병(K3a)중부평야지(경기, 강원, 충북)저온발아율 높고 수발아 강함
재배상 유의사항 및 보완사항보통기 보비 표준재배적기 이앙, 적기 방제, 과비·냉해발생지·조기낙수 주의키다리병, 오갈병, 멸구류 등 병해충 저항성최근 육성품종과 구별되는 특성사진 찍은 날짜: 2025년 09월 23일 오후 6:28카메라 제조 업체 : samsung카메라 모델 : Galaxy S24 Ultra프로그램 이름 : S928NKSS4BYG8F-스톱 : 1.7노출 시간 : 83337/10000000초노출 모드 : 자동35mm 초점 거리 : 23프로그램 노출 : 자동 제어 모드측광 모드 : 가운데 중점 평균 측광진찬미(우)      화성(좌)",268478_진찬미(Jinchanmi).txt
268468,식량작물,콩,기타가공콩,녹찬(Nokchan),중만생,LATE,밥밑용,,2025,농촌진흥청 국립식량과학원 기초식량작물부 중북부작물연구센터,"가. 성숙기: 10월 17일(청자3호 대비 3일 빠름)인 중만생종 나. 내재해성: 쓰러짐은 청자3호와 비슷하며 내탈립성이 매우 강함 다. 종실특성: 100립중 26.3 g(청자3호 대비 7.7 g 가벼움)인 광택있는 대립종 라. 수량성: 305 kg/10a(청자3호 대비 110% 수준) 마. 기능성: 기능성 성분은 청자3호와 비슷하며, 녹자엽유전자형(d1d2) 바. 용도: 밥밑용","[품종 요약서]국립식량과학원품종 주요특성내탈립성이 강하며 100립중이 26.3g인 대립종, 진녹자엽, 다수성(305 kg/10a)성숙기가 청자3호 대비 3일 빠르며, 기능성성분은 청자3호와 비슷함
종자표면에 백분체가 없으며, 녹자엽유전자형 보유 (d1d2)재배상 유의사항 및 보완사항콩 표준재배법에 준함
과습 포장에서는 시들음 증상 발생될 수 있음으로 배수관리 및 방제 철저내습성, 기능성최근 육성품종과 구별되는 특성♩ 육성 당시 성적 기준 ♪ 청자3호 기준",268468_녹찬(Nokchan).txt
268467,식량작물,팥,,여울(Yeoul),조생,EARLY,통팥및앙금제조,,2025,농촌진흥청 국립식량과학원 기초식량작물부 중북부작물연구센터,"가. 생육특성 : 직립, 내도복, 협당립수(7개, 아라리 6개) 많음 나. 종실특성 : 밝은 적색, 중립(15.3g/100립), 타원형 다. 가공적성 : 저항전분 15%(아라리 대비 2.5배), 항산화 활성 우수 라. 수 량 성 : 236kg/10a(아라리 대비 14% 증수) 마. 용 도 : 통팥 및 앙금용","[품종 요약서]국립식량과학원품종 주요특성 (일반인 이해를 위해 전문용어 사용 지양)밝은 적색 종피에 꼬투리당 알수가 많아 다수성임
수량성 236kg/10a(아라리 대비 14%↑), 꼬투리당 알수 7개 (아라리 6개)제주를 제외한 전국저항성 전분 함량 및 항산화 활성이 높아 기능성 우수재배상 유의사항 및 보완사항 (일반인 이해를 위해 전문용어 사용 지양)파종기 6월하순∼7월 초‧중순, 재식밀도 70×15cm- 밀식재배를 지양하고, 장마기 배수관리를 철저히 하여야 함
서리가 일찍 내리는 지역은 6월 하순까지 파종하여야 함
100립 무게 증가 필요최근 육성품종과 구별되는 특성품종 및 계통명<종자 형태 (좌)아라리 (우)밀양52호><성숙기 초형 (좌)아라리 (우)밀양52호><꼬투리 형태 (좌)아라리 (우)밀양52호>",268467_여울(Yeoul).txt
268466,식량작물,팥,,너울(Neoul),중생,MID,통팥및앙금제조,,2025,농촌진흥청 국립식량과학원 기초식량작물부 중북부작물연구센터,"가. 생육특성 : 직립, 내도복, 다협(33개/주, 아라리 27개/주) 나. 종실특성 : 암적색, 중립(15.2g/100립), 원형 다. 가공적성 : 저항전분 12.5%(아라리 대비 2.1배) 라. 수 량 성 : 247kg/10a(아라리 대비 16% 증수) 마. 용 도 : 통팥 및 앙금용","[품종 요약서]국립식량과학원품종 주요특성 (일반인 이해를 위해 전문용어 사용 지양)어두운 적색 종피에 협수가 많아 다수성임
수량성 247kg/10a(아라리 대비 16%↑), 협수 33개/주 (아라리 대비 22%↑)제주를 제외한 전국저항성 전분 함량이 높아 저혈당 소재로 활용성이 높음
재배상 유의사항 및 보완사항 (일반인 이해를 위해 전문용어 사용 지양)파종기 6월하순∼7월 초‧중순, 재식밀도 70×15cm- 밀식재배를 지양하고, 장마기 배수관리를 철저히 하여야 함
서리가 일찍 내리는 지역은 6월 하순까지 파종하여야 함
100립 무게 증가 필요최근 육성품종과 구별되는 특성품종 및 계통명<종자 형태 (좌)아라리 (우)밀양56호><성숙기 초형 (좌)아라리 (우)밀양56호><꼬투리 형태 (좌)아라리 (우)밀양56호>",268466_너울(Neoul).txt
268464,식량작물,감자,,고선(Gosun),만생,LATE,식용,,2025,농촌진흥청 국립식량과학원 고령지농업연구소,가. 용도 : 1기작 식용 나. 숙기는 중만생이며 지상부 형태는 반직립형이고 꽃색은 흰색임 다. 감자 모양은 원형으로 표피는 황색이며 육색은 백색임 라. 휴면기간은 90∼100일 내외로 수미보다 다소 긺 마. 수미에 비해 경장이 길고 경수는 비슷하여 생육이 우수함 바. 주당 괴경개수가 수미보다 약간 많고 괴경 1개당 무게가 무거워 주당 수량성이 우수한 계통임 사. 카자흐스탄 지역에서 2년간(‘24-’25) 평가 결과 수량과 상품율이 높아 수출용 품종으로 유망함,"[품종 요약서]품종명 고선 육성기관 국립식량과학원작물명 감자 육성년도 2025분  류 식량작물 주육성자 이재연, 조광수, 최장규품종 주요특성- 지상부 숙기는 중만생종으로 반직립형이고 꽃색은 흰색임
- 감자 모양은 원형으로 눈깊이가 얕고 표피는 황색이며 육색은 백색임
- 휴면기간은 90~100일 내외로 수미보다 다소 긺- 고선은 수미에 비해 경장이 길고 주당 괴경수가 많음
*경장(cm): 37.7(1-176), 23.2(수미), 주당괴경수(개/주): 6.6(1-176), 6.2(수미)- 괴경 1개당 무게는 88.2g으로 수미에 비해 무거우며, 주당 괴경수가 많아괴경무게가 무거움*주당괴경무게(g/주):539.8(1-176), 405.5(수미)- 3년 지적 평균 수량은 3,188kg/10a로 수미와 비슷한 수준임
○ 용도 - 일반식용- 전국(봄과 여름감자 재배지역)- 카자흐스탄재배상 유의사항 및 보완사항○ 재배법 - 일반 감자재배법에 준하여 재배- 숙기가 중만생으로 생육기간이 길어 평난지 봄재배시 그늘 싹틔우기를 충실히 하여 파종 후 출현과 잎줄기의 생장을 촉진할 것○ 보완사항 - 바이러스 저항성 및 수량 증진최근 육성품종과 구별되는 특성육성년도 품종명 숙기 괴경모양 육색 상품수량(kg/10a) 비중 식미 역병심의계통 고선 중만생 원형 담황색 2,518 1.077 양호 중도저대조품종 수미 조생 편원형 백색 2,449 1.072 중간 감수성2024 선풍 중생 짧은계란형 노랑색 3,636 1.069 양호 감수성2023 다선 중생 짧은계란형 유백색 2,546 1.083 양호 감수성2022 장원 중생 장타원형 옅 은 노 랑 색3,175 1.078 양호 중도저",268464_고선(Gosun).txt
268460,식량작물,옥수수,,풍연옥(Pungyeonok),중만생,LATE,사료용,,2025,농촌진흥청 국립식량과학원 기초식량작물부 중북부작물연구센터,"가. 립색은 황색이며 단교잡종인 중만생종 나. 건물수량은 광평옥과 비슷하나 출사일수가 광평옥보다 4일 빠르고 이삭이 김(20.8cm) 다. 이삭이 포엽 밖으로 돌출되지 않아 조류 피해가 적고, 연속 강우 시에도 곰팡이 피해가 경감되어 이삭 썩음병 발생이 적음 라. 쓰러짐에 강함","[품종 요약서]국립식량과학원품종 주요특성 (일반인 이해를 위해 전문용어 사용 지양)이삭비돌출, 내재해성(고온,도복) 우수, 반경립종이삭이 길고(20.8cm), 광평옥 대비 출사일수 4일 빠름, 건물수량 22톤(광평옥 대비 4% 증수), 사료가치 우수(이삭비율 48%)사일리지 및 종실용재배상 유의사항 및 보완사항 (일반인 이해를 위해 전문용어 사용 지양)표준재배(6,600주/10a, 60×25cm), 조명나방 예방을 위한 적기 방제적기 수확(수염이 나온 후 35∼40일)해야 사일리지 품질 우수최근 육성품종과 구별되는 특성엽초의 안토시아닌 색소웅수 영의 안토시아닌 색소웅수 약의 안토시아닌 색소줄기 가근의 안토시아닌 색소이삭속 안토시아닌 색소",268460_풍연옥(Pungyeonok).txt
268459,식량작물,옥수수,찰옥수수,화니찰(Hwanichal),중만생,LATE,간식용,,2025,농촌진흥청 국립식량과학원 기초식량작물부 중북부작물연구센터,"가. 중만숙종, 다수성, 단교잡종 흰찰옥수수 나. 식미(당도 등)와 끝달림률(97%)이 우수하여 이삭 상품성이 높음 다. 쓰러짐에 강함 라. 용도 : 간식용","[품종 요약서]국립식량과학원품종 주요특성높은 당도와 쓰러짐에 강한 다수성 흰찰옥수수고당도(16 °Brix), 쓰러짐(도복)에 강함, 수량성 우수(5,500개/10a)식용 풋옥수수 및 가공용재배상 유의사항 및 보완사항1대 교잡종이므로 매년 종자 갱신, 표준재식밀도(6,600주/10a)품질 유지를 위해 적기 수확해야 하며, 수확 후 저온 보관이삭 달리는 위치(착수고)최근 육성품종과 구별되는 특성<수원찰97호><수원찰97호>",268459_화니찰(Hwanichal).txt
268452,식량작물,고구마,,새초롬(Saechorom),,,(218121),,2025,농촌진흥청 국립원예특작과학원 원예작물부 화훼기초기반과,가. 잎은 심장형으로 자주색임 나. 햇빛이 적거나 초가을이 되면 어린 잎은 연한 갈색 톤으로 나와 잎색이 차이가 매력적이어서 반양지에서 기르기에 적당 다. 생육적기인 고온기 노지에서 왕성하게 생육함,"[품종 요약서]새초롬(원교 A6-3호)국립원예특작과학원품종 주요특성햇빛이 적거나 초가을이 되면 어린 잎은 연한 갈색이 됨
잎은 심장형으로 자주색임
여름철 초화류전국의 거리화분 및 노지 화단(5월∼10월)재배상 유의사항 및 보완사항낮길이가 길고 20℃ 이상일 때 가장 잘 자람온도가 20℃ 이하로 내려가면 잎이나 줄기 생육이 좋지않음
최근 육성품종과 구별되는 특성줄기: 주경의 길이(cm)잎자루: 길이(cm)(원교 A6-3호)* 신규 육성된 화종이어서 기존 육성품종이 없음
사진 찍은 날짜: 2025년 09월 03일 오후 3:46카메라 제조 업체 : samsung카메라 모델 : SM-S901N프로그램 이름 : Adobe Photoshop 7.0F-스톱 : 1.8노출 시간 : 83337/5000000초색 대표 : sRGB노출 모드 : 자동35mm 초점 거리 : 23프로그램 노출 : 자동 제어 모드측광 모드 : 가운데 중점 평균 측광사진 찍은 날짜: 2025년 09월 03일 오후 3:46카메라 제조 업체 : samsung카메라 모델 : SM-S901N프로그램 이름 : Adobe Photoshop 7.0F-스톱 : 1.8노출 시간 : 83337/5000000초색 대표 : sRGB노출 모드 : 자동35mm 초점 거리 : 23프로그램 노출 : 자동 제어 모드측광 모드 : 가운데 중점 평균 측광",268452_새초롬(Saechorom).txt
268451,식량작물,고구마,,불가사리(Bulgasari),,,(218121),,2025,농촌진흥청 국립원예특작과학원 원예작물부 화훼기초기반과,가. 3∼5갈래로 갈라져 있는 잎은 붉은 자주색임 나. 주경은 비교적 짧은 편이어서 관리에 유리 다. 햇빛이 적거나 초가을이 되면 어린 잎은 연한 갈색 톤으로 나와 잎색의 차이가 매력적임 라. 고온기 노지에서 병충해 피해가 거의 없이 왕성하게 생육함,"[품종 요약서]불가사리(원교 A6-2호)국립원예특작과학원품종 주요특성 (일반인 이해를 위해 전문용어 사용 지양)잎몸의 길이가 짧고 식물체 키가 60cm 정도로 작음
꽃차례가 짧고 꽃잎이 오므려 피어 관상가치가 높음
여름철 초화류전국의 비가림 화분 재배나 거리 화분, 노지 화단(5월∼10월)재배상 유의사항 및 보완사항낮길이가 길고 20℃ 이상일 때 가장 잘 자람온도가 20℃ 이하로 내려가면 잎이나 줄기 생육이 더뎌짐최근 육성품종과 구별되는 특성줄기: 주경의 길이(cm)잎자루: 길이(cm)(원교 A6-2호)* 신규 육성된 화종이어서 기존 육성품종이 없음
사진 찍은 날짜: 2025년 09월 03일 오후 3:47카메라 제조 업체 : samsung카메라 모델 : SM-S901N프로그램 이름 : Adobe Photoshop 7.0F-스톱 : 1.8노출 시간 : 83337/5000000초색 대표 : sRGB노출 모드 : 자동35mm 초점 거리 : 23프로그램 노출 : 자동 제어 모드측광 모드 : 가운데 중점 평균 측광사진 찍은 날짜: 2025년 09월 03일 오후 3:47카메라 제조 업체 : samsung카메라 모델 : SM-S901N프로그램 이름 : Adobe Photoshop 7.0F-스톱 : 1.8노출 시간 : 83337/5000000초색 대표 : sRGB노출 모드 : 자동35mm 초점 거리 : 23프로그램 노출 : 자동 제어 모드측광 모드 : 가운데 중점 평균 측광",268451_불가사리(Bulgasari).txt
265025,식량작물,밀,,중모2020(Joongmo2020),,,국수용,,2025,농촌진흥청 국립식량과학원 기초식량작물부 맥류작물과,"- 파성은 Ⅲ으로 양절형이고, 성숙기가 5월 31일로 이모작 적응성이 높음 - 종실은 중대립종이고 종실색은 백색임 - 수량은 455kg/10a(금강보다 12% 증)이고 쓰러짐에 매우 강함 - 반죽안정도가 높고 삶은 생면의 특성이 우수함 - 용도 : 제면용(생면)","[품종 요약서]국립식량과학원품종 주요특성파성은 III으로 양절형이며, 생육이 균일하고 쓰러짐에 강함
이모작 적응성이 높고, 삶은 생면 가공적성이 우수함
1월 최저 평균기온 –10℃ 이하 대부분 지역 생육 가능종실은 중대립종이고, 종실색은 백색임
재배상 유의사항 및 보완사항흩어뿌림, 줄뿌림붉은곰팡이병 적기 방제내병성(붉은곰팡이병, 흰가루병)과 수발아 저항성 증진최근 육성품종과 구별되는 특성♩ : 육성당시 표준품종(금강) 대비 수량지수♪ : 2023∼2025 동계작물(맥류) 신품종개발공동연구 지역적응시험 성적 자료",265025_중모2020(Joongmo2020).txt
264472,식량작물,보리,겉보리,참하리(Chamhari),,,맥주제조용,,2025,농촌진흥청 국립식량과학원 기초식량작물부 맥류작물과,"가. 파성Ⅳ로 추파형이며 탈망이 양호함 나. 수량성은 457kg/10a로 호품대비 10% 증수함 다. 천립중이 44.7g(호품 43.7)으로 무겁고, 정립률(91.2%)이 높음 라. 발효시 주정수율이 426L/ton으로 호품(421), 광맥(416)보다 높고, 취반특성이 우수함","[품종 요약서]국립식량과학원품종 주요특성쓰러짐에 강하고 대립으로 정립률이 높으면서 주정과 취반특성 우수수량성 457kg/10a, 쓰러짐 저항성, 대립 44.7g, 정립률 91.3%맥주, 주정 및 취반용1월 최저평균기온 –4℃ 이상인 지역(산간, 고령지 제외)파성Ⅳ로 추파형재배상 유의사항 및 보완사항지역별 보리 표준재배법에 준하여 재배표준시비 권장 및 밀식재배 지양흰가루병저항성최근 육성품종과 구별되는 특성호위축병저항성♪*농작물 직무육성 신품종선정위원회(2024), **2023년∼2025년 동계맥류지역적응시험 성적♪보리호위축병저항성(0:저항성～9:감수성), rym1: MWG2134(MboⅠ제한효소), rym5: rym5(AvaⅠ, AvaⅡ 제한효소)<쓰러짐저항성><정맥 특성>",264472_참하리(Chamhari).txt
264473,식량작물,보리,쌀보리,진호청(Jinhocheong),중생,MID,취반용|식용,,2025,농촌진흥청 국립식량과학원 기초식량작물부 맥류작물과,"가. 파성 Ⅱ로 춘파형, 강호청 대비 한해, 호위축병에 강함 나. 적응지역 수량은 새쌀보다 3%, 강호청보다 55% 증수함 다. 메성, 진한 청색호분층으로 안토시아닌 함량이 176.9mg/100g으로 많음 라. 용도: 식가공용","[품종 요약서]국립식량과학원보리(쌀보리)품종 주요특성 (일반인 이해를 위해 전문용어 사용 지양)메성, 진한 청색호분층, 호위축병 저항성수량성 431kg/10a, 안토시아닌 176.9mg/100g 고함유1월 최저평균기온 –6℃ 이상인 평야지역(전라, 제주)파성 Ⅱ(춘파형)재배상 유의사항 및 보완사항 (일반인 이해를 위해 전문용어 사용 지양)지역별 보리 표준재배법에 준하여 재배1월 최저평균 기온이 –6℃ 이상 평야지역 재배(전라, 제주)흰가루병 저항성최근 육성품종과 구별되는 특성취반특성(%)※ 전주151호와 새쌀의 수량은 적응지역(전주, 나주) 기준으로 산정함
♩ 직무육성 당시 성적, ♪ 강호청은 ’24∼’25년 전주 답리작 지적 성적임
<호위축병저항성>",264473_진호청(Jinhocheong).txt
