crop_name,cultivation_type,section,topic,body,source_file,source_loc
파,,재배법,씨뿌림,"시기 / 봄뿌림 : 3~4월 / 가을뿌림 : 8~9월 / 씨앗양 : 6~8㎗(600~800ml)/10a / 파종상 면적 : 아주심기 포장의 1/10 / 플러그트레이 : 70~80개/10a(406구) / 물두기 및 웃거름 주기 / 가을뿌림재배 시 비닐로 덮어 보온 / 묘판 솎음질 및 김매기 : 1~2회 실시 / 아주심기 / 시기 : 봄뿌림 5~7월, 가을뿌림 8~10월 / 심는거리 / 이랑 너비 / 포기 사이 / 심는 포기 수 / 75~85cm / 7~10cm / 3~4주 / 북주기 / 횟 수 / 1회 / 2회 / 3회 / 아주심기 후 / 30일 / 60일 / 수확 / 30~40일전 / 비료주기 (kg/10a) / 비료주기 / 비료명 / 총량 / 밑거름 / 웃거름 / 성분량 / 요 소 / 54.3 / 21.7 / 32.6 / N:25 / 용성인비 / 34.7 / - / P:6.6 / 염화칼리 / 23.3 / 14.0 / 9.3 / K:14 / 석 회 / 200 / 퇴 비 / 1,500 / 파의 웃거름은 북주기와 겸해서 주면 효과적 / 3회 : 20%, 30%, 40% / 4회 : 10%, 20%, 30%, 40%",dtl_30647.xml,절0
파드득나물,,재배법,씨뿌림,"씨뿌림： 3~4월, 9~10월 바로뿌리기 / 씨앗발아 : 씨뿌린 즉시 바로뿌리기 / 씨앗양 : 2~3L/10a / 아주심는 거리 : 이랑 너비 100cm, 포기 사이 20×10cm / 관리 / 모 기르기 : 파종상자나 105공 플러그판 / 빛가림 : 30~50% 빛가림망 / 물주기 : 주기적인 물주기 / 웃거름 : 원예용 복비 / 수확 / 꽃대신장된 잎과 줄기 / 비료 주기 (kg/10a) / 비료주기 / 비료명 / 총량 / 밑거름 / 웃거름 / 1회 / 2회 / 퇴비 / 3,000 / - / 질소 / 30 / 20 / 5 / 인산 / 60 / 칼리 / 25 / 석회 / 150",dtl_258611.xml,절0
파슬리(향미나리),향미나리,재배법,씨뿌림,"시기 : 2월 중순~3월 하순 / 씨앗양 : 1.5~2ℓ/10a / 씨앗이 작고 발아 기간이 길어 10일 소요 / 모 기르기 / 온도관리 : 18℃/16℃(주/야간) / 물주기 : 오전 중 20℃ 물주기 / 잎 따주기와 곁가지 제거 / 늙은 잎과 병든 잎을 제거하여 생육촉진 / 본잎 10매 전후에서 나오는 곁순 제거 / 아주심기 / 시기 : 5월 / 거리 : 이랑 너비 45cm, 포기 사이 15cm / 비닐덮기 : 두께 0.02-0.03mm / 관리 / 여름철 고온 시 빛가림 / 가물 때 물주기 / 잎따주기 및 곁가지 제거 / 김매기 : 제초제 사용 / 수확 / 이른 아침 이슬이 있을 때 본잎 15장 이상인 것을 골라 줄기의 밑부분을 돌려가며 뜯어냄 / 한 번 수확에 한 포기에서 1~2장 수확 / 수확주기 : 3~4월은 10~20일 간격, 4월 이후는 7일 간격 / 비료주기 (kg/10a) / 비료주기 / 비료명 / 총량 / 밑거름 / 웃거름 / 1회 / 2회 / 3회 / 퇴비 / 1,500 / - / 요소 / 17.8 / 10.8 / 3 / 2 / 용과린 / 32.5 / 염화칼리 / 12.0 / 7.2 / 2.8 / 1 / 비료주는 / 시기 / 14일 전 / 본잎 / 6~7매 / 10매 / 결구 / 개시기",dtl_258608.xml,절0
파프리카,,재배법,아주심기 준비,"시설 내 공간소독 : 바이오스팟(1.5kg/톤), P3 400배 / 양액공급관 소독 : 차아염소산나트륨 100배액 1일 소독 / 모기르기 / 주간 25℃, 야간 22℃, 배지 22℃ 내외, 고온기 일평균 22℃이하 유지 / 옮겨심기 후 급액 EC : 2.0→3.0dS/m(3일 간격 2월 상중순) / 양액공급 : 2~3일 간격(블럭무게 370g 이하에 급액) / 진딧물 방제 철저(바이러스 예방) / 아주심기 / 심는 밀도 : 150 X 33cm(10주/3.3㎡) / 양액(EC 3.0dS/m)으로 아주심기 하루 전에 슬라브 포수 / 뿌리내림 후(아주심기 5일 후) 돌림병, 진딧물 예방농약 관주 / (U자 옮겨심기) / (아주심기) / (열매달림 및 곁가지관리) / 표준액 / 열매달림(착과) / 4분지 부터 줄기 당 3개 달림 / 배지 함수율 65%, EC 5~6dS/m, 배액 20~30% 내외 / 주간 25℃, 야간 17℃, 탄산가스 600ppm 유지 / 겨울철 생육관리 / 온도관리 / 열매달림기에는 일몰 후 온도를 17℃까지 빨리 떨어뜨리고 11시부터 18℃ 유지 / 영양생장기는 일몰 후 초저녁 온도를 18℃까지 서서히 떨어뜨림 / 꼬리달린과가 발생하지 않도록 열매달림기에는 저온장해에 유의 / 3월 이후 생육 후기 / 3그룹 수확기에 세력이 강한 곁가지 1본 추가유인 / 일출ㆍ일몰 시간변경에 따른 급액시간 조절로 적정 함수율 유지 / 배꼽썩음과 및 미세열과 발생 경감 / 착색 불량과 발생 경감을 위한 KCI 1~2mM 추가 공급 / 일소과 발생 경감과 광합성 효율 증대를 위한 곁가지 잎 확보",dtl_30649.xml,절0
피망,,재배법,모 기르기 관리,"포트 모 기르기가 좋으며 적어도 72공 이상 사용 / 고온기 모 기르기이므로 셀 크기가 작을수록 웃자람 우려 / 셀 크기가 작을 때에는 어린 모 아주심기 / 아주심기 준비 / 온실 및 토양소독 : 포르말린 400배액, 담액 바닥덮기(멀칭) 소독 등 / 볏짚, 석회, 붕사 사용 : 아주심기 1개월 전 / 밑거름 시용 : 아주심기 2주 전 / 이랑짓기 : 아주심기 1주 전 / 모 굳히기 : 아주심기 1주 전 / 아주심기 / 모나이 : 45~50일 모 / 거리 : 2본(150×20cm), 4본(150×40cm) / 아주심기 후 충분히 물을 주어 뿌리내림 유도 / 뿌리내림 직후 돌림병약 예방차원 주기 / 뿌리내림 후 10일간 물주기 자제 / 뿌리가 깊이 뻗도록 점적관수 자제 / 작물관리 / 곁가지 2~3절에서 순지르기(곁가지 잎 확보) / 1그룹 수확 후 1분지 아랫잎 제거 / 열매달림 관리 / 3분지부터 열매달림 / 1그룹 열매달림 : 10~15개/주 / 곁가지 1~2개 열매달림 유도 / 열매달림 유도 환경관리 / 초저녁 온도 : 15~16℃ / 야간온도 : 16~18℃ / 주간온도 : 22~26℃ / 탄산가스 : 600ppm / 시설환경 관리 / 온도관리 : 초저녁(15~16℃), 야간(16~18℃), 주간(22~26℃) / 탄산가스 : 400~500ppm / 습도관리(상대습도 : 70~80%) / 저온기에 높은 상대습도는 결로가 발생되고 잿빛곰팡이병이나 미세 열과의 원인 / 온도관리를 위해 환기를 많이 하면 증산이 많아져 낙화의 원인이 됨 / 광관리 / 광합성 증대를 위한 수광량 확보 / 100% 환기에 30℃ 이상의 고온이 지속되면 30% 정도 빛가림 필요 / 영양관리 / 10a당 비료주기 기준 총량 / 질소 32kg, 인산 26kg, 칼리 30kg / (kg/10a) / 비료 / 밑거름 / 웃거름(30~50일 간격) / 4주 전 / 2주 전 / 1회 / 2회 / 3회 / 4회 / 5회 / 퇴비 / 3,000 / 요소 / 40 / 6 / 용성인비 / 153 / 염화칼리 / 35 / 3 / 고토석회 / 150 / 붕사 / 2 / 검증되지 않은 영양제나 조제 약제 사용금지 : 약해 우려와 유효성분량에 대한 정보 부족 / 수확 및 병해충 관리 / 진녹색의 80g 내외의 과실 수확 / 주요 병해충을 미리 살펴 조기예방 / 총채벌레, 진딧물, 응애, 흰가루병 등 / 등록약제의 안전사용기준에 맞는 방제",dtl_30650.xml,절0
호박,,재배법,씨뿌림,"시기 : 촉성 10월, 반촉성 12월, 하우스 조숙 1월 하순~2월 상순 / 32공 트레이와 원예용 상토 많이 이용 / 아주심기 / 시기 : 본잎 3~5매 시 / 거리 : 덩굴성 1.5×0.45~0.6m, 비덩굴성 1.0~1.5×0.4~0.6m / 온도관리 / 아주심기 후 밤온도 15~18℃ 이상으로 유지 / 뿌리내림 후 낮온도는 23~25℃, 밤온도는 12~15℃ 유지 / 생육관리 / 유인방법 : 포복재배, 줄유인, 망유인 등 / 애호박의 정지 방법에 따른 1과중과 수량 비교 / 정지방법 / 상품과 / 수량(kg/10a) / 과중(g) / 지수 / 원가지 1본재배 / 239 / 104 / 3,059 / 113 / 원가지 1본+ / 자만 2본재배 / 268 / 116 / 4,109 / 151 / 자만 3본재배 / 253 / 110 / 4,976 / 183 / 방임재배 / 230 / 100 / 2,714 / 암꽃의 수정 능력은 개화 당일 오전 4~6시가 최고 높은 결실을 위해서는 아침 일찍 수분해야 함 / 저온기 또는 고온기에 열매가 잘 안 달린 경우 열매달림을 위한 약제 처리 / 청과용 호박은 토마토톤(50배액)과 지베렐린(50ppm) 혼합액을 주두에 살포 / 호박 시설재배 표준 비료주기 (kg/10a) / 비료명 / 총량 / 밑거름 / 웃거름 / 비고 / 1회 / 2회 / 3회 / 요소 / 43.4 / 20 / 7.8 / 성분량 / N 20.0 / P 8.4 / K 9.9 / 용성인비 / 49 / - / 염화칼리 / 16.5 / 7.5 / 3 / 고토석회 / 퇴비 / 2,000 / 웃거름 주는 시기는 식물체 생육 정도를 보며 판단 / 일반적으로 아주심기 후 2주일이 지날 때 1차 웃거름, 첫 암꽃에 열매 달린 후 2차 웃거름, 15일 정도 지난 다음 3차 웃거름 / 염류집적에 따른 이어짓기 장애가 많이 발생하므로 재배 전 토양분석을 실시하여 적정량의 비료 주기",dtl_30651.xml,절0
호박,늙은호박,재배법,재배상 특징,"호박은 암수한그루로 토양 적응성이 넓고, 재배가 비교적 용이 / 생육적온은 18~30℃로 비교적 저온에 강하지만 고온에는 약함 / 토심이 깊고 비옥한 사질양토 또는 양토가 적당 / 토양산도는 pH 5.5~6.8이 가장 적당 / 씨뿌림 / 시기 : 노지 3월 하순~4월 중순 / 시기는 모 기르기 일수(30~40일)를 감안하여 결정 / 아주심기 / 시기 : 본잎 3~5매 시 / 심는 거리 / 이랑 너비 : 3.5~4m / 심는 거리 : 0.6~1m / 10a당 300~400주 아주심기 / 관리 / 비닐덮기 및 터널 설치 / 적온관리 : 낮 25℃, 밤 13℃ / 5~7일 간격 물주기 실시 / 순지르기 : 본잎 5~6매 시 순지르기 및 아들덩굴 2개 키우기가 일반적임 / 유인 및 정지 : 방임재배보다는 재배 초기에 줄기를 정지하고 유인하여 재배 / 열매달림 : 18마디 정도에서 나오는 세 번째 암꽃에 열매가 달리게 하여야 충실한 호박이 될 수 있음 / 수확 및 저장 / 늙은 호박은 개화에서 성숙, 완숙되기까지 70~80일 걸림 / 잘 성숙된 늙은 호박은 황갈색 과피에 흰색 분가루가 생기고, 과실자루는 황갈색으로 목질화가 됨. 상처를 입지 않게 수확해야 장기간 저장할 수 있음 / 비료주기 (kg/10a) / 비료명 / 총량 / 밑거름 / 웃거름 / 비고 / 1회 / 2회 / 3회 / 요소 / 43.4 / 20 / 7.8 / 성분량 / N 20.0 / P 13.3 / K 12.6 / 용성인비 / 78.2 / - / 염화칼리 / 21 / 10 / 3 / 4 / 고토석회 / 100 / 퇴비 / 2,000 / 비료주는 / 시기 / 2주일 후 / 첫 암꽃 / 개화기 / 2회 웃거름 / 후 15일째",dtl_30652.xml,절0
호박,단호박,재배법,씨뿌림,"시기 / 평지 : 3∼4월, 전열온상 씨뿌림 (32공 플러그트레이) / 난지 : 2∼3월, 전열온상 씨뿌림 (32공 플러그트레이, 또는 12cm 흑색비닐포트) / 노지 아주심기 : 4~5월 / 수확 : 7∼8월 / 노지 터널 아주심기 : 3∼4월 / 수확 : 6∼7월 / 씨앗양 : 노지재배 3㎗/10a(1㎗=약 220립), 비가림 입체 8.5㎗/10a / 관리작업 / 심는 거리 : 2줄기 유인 노지재배 300×60cm(600주/10a), 비가림 입체 150×40cm(1,600주/10a) / 아주심기 전 바닥덮기(비닐멀칭)로 지온 확보 : 최저지온 12℃ 이상 확보 / 아주심기 10일 전부터 묘 순화 : 주간 18℃, 야간 9∼10℃, 물주기를 줄이고 웃자람 방지 / 모 기르기 일수 : 억제(20일, 2.5엽), 촉성 및 노지(30∼40일, 4∼5엽), 반촉성 및 조숙(45일, 5.5엽) / 유인 및 정지 : 방임재배 보다는 줄기와 잎을 어느 정도 제한하여 재배(적정 잎 수 확보: 1과당 15매 정도) / 유인방법 : 원줄기 재배, 2줄기 재배, 3줄기 재배, 입체유인(L자유인) 재배 등 / 수분 : 인공수분은 가급적 오전 일찍 실시(8시 이전), 생장조정제 처리 시 기형과 발생 주의 / 적과 : 열매 달린 마디 아래 곁가지와 열매는 미리 솎아주어 암꽃 충실과 열매달림 촉진 / 수확작업 / 웃거름 : 아주심기 후(1차), 개화 시에는 세력을 약하게 키움, 1번과 비대기(2차), 1번과 수확 전(3차) / 수확적기 : 과경부가 세로로 갈색 균열이 발생(수분 후 45∼50일) / 수확 후 큐어링 처리 및 저장 : 실내 그늘진 곳(온도 25℃, 70∼80%), 1주일 정도, 저장온도 12∼13℃ / 후숙으로 품질 향상 : 단호박은 저장 후 전분함량이 감소되고 당도가 향상되어 단맛이 나타남 / 비료주기 (kg/10a) / 비료주기 / 비료명 / 성분량 / 비료량 / 밑거름 / 웃거름 / 퇴 비 / - / 3,000 / 질소(요소) / 15 / 32.6 / 21.7 / 10.9 / 인산(용인) / 18 / 90.0 / 염화칼리 / 25.0 / 16.7 / 8.3 / 석 회 / 100 / 붕 사 / 2",dtl_30653.xml,절0
감귤,노지재배,재배법,과원 개원 및 간벌,"개원 시 아주심기 거리 / 2.7×2.7m → 1차 간벌 5.4m×2.7m → 2차 간벌 5.4m×5.4m / 과원 구조개선 시 : 1차 간벌 이후 4~5년 지나 2차 간벌 / 과원 구조 개선 / 방풍나무 정리 : 외곽 방풍나무 키 : 5~6m, / 외곽 방풍이 잘 안되는 곳 : 보강 심기, 파풍망 설치 / 방풍나무 필요 없는 곳 : 제거 후 작업공간 활용 및 파풍망 설치 / 성숙기 다공질 필름 바닥덮기(멀칭) / 6월 초순 장마 전 선선할 때 덮기 / 9월 초 당도 8.0°Bx 이상 2일 4톤/10a 기준 물주기(품질에 따라 물관리 요령 침고) / 비료주기 (kg/10a) / 비료주기 / 비료명 / 총량 / 봄비료 / 웃거름 / 여름비료 / 가을비료 / 퇴비 / 2,000 / - / 질소 / 23 / 11.5 / 4.6 / 6.9 / 인산 / 20 / 칼리 / 19 / 5.7 / 7.6",dtl_30654.xml,절0
단감,,재배법,묘목심기,"시기 : 봄, 가을 / 거리 / 비옥지 / 척박지 / 품종 / 심는거리 / 주수 / 6×5m / 33 / 5×5m / 40 / 서촌조생, 이두 / 6×6m / 28 / 5×6m / 부유, 차랑, 상서조생, 갑주백목 / 수분수 섞어 심기 / 수분수 : 선사환, 사에후지, 조홍시, 정월 / 섞어 심기 비율 : 재식주 수의 5~10%, 1~2품종 / 감나무 생육에 적당한 토양 화학성(성목 기준) / 항 목 / 적정치 / 토양산도(pH) / 6.0~6.5 / 유 기 물(OM, %) / 2.5~3.5 / 유효인산(mg/kg) / 450~550 / 칼 리(cmol+/kg) / 0.70~0.80 / 칼 슘(cmol+/kg) / 5.0~6.0 / 마그네슘(cmol+/kg) / 1.5~2.0 / 양분보유력(cmol+/kg) / 10~15 / 부유 품종의 영양진단 기준 / 영양과다 / 정 상 / 선단부 새가지 길이 / 40㎝ 이상 / 30~40㎝ / 새가지 신장 정지 시기 / 6월 상순 이후 / 5월 중하순 / 2차 생장기 / 많음 / 거의없음 / 웃자람가지 / 잎 크기 / 지나치게 크고 두꺼움 / 중간 정도 / 잎색 / 낙엽 때까지 진한 녹색 / 낙엽 때 황홍색",dtl_30656.xml,절0
매실,,재배법,심기,"거리 / 비옥지 : 5~6x6m, 계획밀식 6x3m / 척박지 : 5x5, 6x3m, 계획밀식 5x2.5m / 수분수 섞어 심기 / 25~30% 섞어 심기 / 3~4품종을 섞어 심어야 열매맺음 안전 / 겨울전정 / 시기 : 12월 상순~2월 하순 / 주의점 : 과실 열매달림을 고려하여 전정 실시 / 주요 병충해 방제 / 병충해: 복숭아씨살이좀벌 / 시기 : 4월초 / 방제법 : 4월 초부터 전용 살충제(티아클로프리드, 아세타미프리드 수화제 등)를 1주 간격으로 2~3회 살포 / 주의점 : 방제시기를 놓치면 수확량을 크게 감소시키는 원인이 되므로 철저히 방제 / 가을전정 / 시기 : 9월 상중순 / 주의점 / 세력이 강한 나무만 실시 / 수관내부 채광을 개선하기 위해 약전정 / 비료주기 (kg/10a) / 비료주기 / 시기 / 질소 / 인산 / 칼리 / 4월 하순~5월 상순 / 8 / 4.8 / 6.4 / 7월 중하순 / 6 / 3.6 / 11월 상순~12월 상순",dtl_30658.xml,절0
무화과,노지재배,재배법,재배안전 지대,"연평균 기온 14℃ 이상 지역 : 남부서해안 및 남해안 지역 / 최저 극기온 -8℃ 이상 지역 / 주요 품종 : 승정도후인, 봉래시, 바나네, 브라운터키, 브런스윅 / 토양산도 : pH 7.0~7.5 / 수형관리 / [一]문자형 : 2×4m(125주/10a), 결과지 간격 30cm 엇갈려 배치 / 개심자연형 : 4×4m(62주/10a), 결과지 수 25개/주당 / 성숙촉진 / 처리시기 : 열매지름 35mm 이상, 과정부가 붉은색을 띨 때 / 처리방법 : 식물성 식용유나 에세폰 500~1,000배액 처리 / 거름주기 (kg/10a당, 다 자란 나무 4년생 기준) / 거름주기 / 시기 / 비종별 사용량 / 12월(밑거름) / 요소 45, 용성인비 30, 염화칼륨 15(21-17-17, 98kg) / 6월 상순(웃거름 1) / 요소 7, 용성인비 10, 염화칼륨 4 / 7월 중순(웃거름 2) / 염화칼륨 8 / 8월 하순(웃거름 3) / 요소 4, 용성인비 10, 염화칼륨 2 / 10월 하순(가을비료) / 요소 7, 용성인비 19, 염화칼륨 3 / 퇴비 및 마그네슘 시용시기 : 12월",dtl_30659.xml,절0
무화과,무가온 시설재배,재배법,피복재배,"뿌리부위 온도 13℃ 이상일 때 발아 / 지상부위 비닐피복 및 터널재배를 통한 조기발아 유도 / 발아 후 저온피해 예방을 위한 덮는 시기 : 2월 중순 이후 실시 / 시설재배에서는 웃자람이 우려되므로 질소비료 감량 시용 / EC관리 / 발아기 0.5, 착과기 1.0, 수확기 1.5~2.0 / 온도 관리 / 최고기온 30℃ 이하로 관리하여 각 마디에 열매달림 유도 / 발아 및 성숙에 필요한 최저온도 13℃ 이상 유지 / 뿌리 부위 온도 26℃ 이상이면 뿌리 신장이 억제 / 시설재배에서 발생되는 병해충 방제 : 응애, 총채벌레",dtl_30660.xml,절0
배,,재배법,유망품종,"숙기 / (나주) / 과중(g/개) / 당도 / (°Bx) / 저장력 / (일) / 조이스킨 / 9월 상순 / 320 / 15.2 / 15 / 황금배 / 9월 중순 / 430 / 14.9 / 30 / 그린시스 / 9월 하순 / 470 / 12.4 / 80 / 화 산 / 543 / 12.9 / 신 화 / 626 / 13.0 / 열매솎기 / 1 차 / 2 차 / 시기 / 남기는 / 과실수 / 꽃이 진 후 / 10일경 / (5월 상중순) / 1개 열매 / 송이에 1과 / (3~4번과) / 20일경 / (5월 중하순) / 3~4개 열매 / 송이에 1개 / 열매가지의 배치 간격과 교체방법 / 열매가지는 5-6년 사용 가능 ('신고' 배는 6년 이상). / 웃자람 가지가 있는 3년생 가지는 갱신 필요. / 열매가지와 버금가지는 직각으로 배치, 1∼5년생 열매가지를 고루 배치",dtl_30661.xml,절0
복숭아,,재배법,품종,"주요 재배품종(전북 완주 기준) / 숙기 / 과중(g) / 당도(°Bx) / 미홍 / 6월 하순 / 250 / 11.0 / 유미 / 7월 상순 / 280 / 11.5 / 아까즈까 / 7월 중순 / 300 / 12.0 / 천홍 / 8월 상순 / 애천중도 / 미백도 / 천중도백도 / 8월 중순 / 유명 / 8월 하순 / 수미 / 9월 상순 / 12.5 / 장호원황도 / 9월 중순 / 2004년 재배면적 400ha 이상 품종 감소추세 / 월봉, 창방, 월미, 대구보, 유명 / 심는거리 / 척박지 / 비옥지 / 거리 / 주수(10a당) / 6×5m / 33 / 6×7m / 24 / 열매맺음 조절 / 개화 전 봉오리따기를 시작해 꽃솎기, 열매솎기 과정을 거쳐 최종 열매 맺는 양 확보 / 봉오리따기를 하지 않았을 경우 활짝 핀 후 2~3주경에 1차 열매솎기, 활짝 핀 후 4주경 꽃가루가 있는 품종부터 2차 열매솎기, 봉지씌우기 직전까지 마무리 열매솎기 및 가지받침 / 구분 / 단과지 / 중과지 / 장과지 / 최종 열매수 / 1개/3가지 / 0~1 / 1~2 / 병해충 / 세균구멍병 / 피해 심한 농가는 낙엽 직전 보르도액 2~3회 살포로 월동밀도 낮추고 석회유황합제와 석회보르도액 등 겨울약제 철저 방제, 생육기 아연석 회액 또는 농용신수화제 살포 예방방제 / 잿빛무늬병 / 석회유황합제 살포, 5월에서 7월 집중방제, 수확 20일 전까지 방제 / 검은별무늬병 / 석회유황합제로 예방, 꽃 진 후부터 6월 하순까지 약제 방제 / 탄저병 / 꽃 피기 전 석회유황합제로 예방, 꽃 진 후 다코닐과 안트라콜 살포, 이병 가지 불태우고 이병 과실 발견 즉시 땅에 묻음 / 복숭아심식나방 / 6월 중순~수확 2주 전까지 방제, 봉지씌우기로 예방, 토양 살충제처리 / 유리나방 / 3월 하순 월동유충 활동 초기에 주간부 약제 충분히 묻게 살포 / 복숭아순나방 / 이른 봄철 거친 껍질을 제거하여 월동유충 방제, 페로몬트랩으로 미리 살펴 제때 방제 및 교미교란제 활용",dtl_30662.xml,절0
블루베리,,재배법,재배적지,"토양 유기물 : 최소 5% 이상 함유 / 토양산도 : pH 4.2~5.2 / 저온 요구도 : 휴면 타파를 위한 적산온도(7.2℃ 이하) / 북부 하이부시 : 800~1,200시간 / 남부 하이부시 : 200~600시간 / 래빗아이 : 400~800시간 / 심는 거리 / 북부 하이부시 : 주간 1.5~2.0m, 열간 2.5~3.0m / 래빗아이 : 주간 2.0~2.5m, 열간 3.0~3.5m / 물주는 양 / 움트기에서 열매맺음 초기 : 1주일에 20mL / 과실 발육기 : 1주일에 50mL / 수확 후부터 홍엽기까지 : 1주일에 15mL / 심는 방법 / 지름 50~60cm, 깊이 30~40cm / 최소 2년생 이상의 묘를 식재 / 뿌리 덩어리를 풀어서 심음 / 다 자란 나무가 차지하는 공간(이랑재배 시 이랑 전체)에 피트모스 등 유기물을 토양과 잘 혼합한 후 구덩이를 파고 심음 / 피복관리 / 우드칩, 바크, 소나무 잎 : 유기물을 10~15cm 두께로 덮기 / 흑색 부직포 : 재배포장 전체를 덮어 김매기 및 지온관리 / 수확기 / 과일의 표면이 착색되고 4~5일이 경과한 시기 / 최고 당도, 최대 과실 크기 / 비료 주기 (kg/10a) / 비료주기 / 구분 / 시비 / 요소 / 용성인비 / 염화칼슘 / 밑거름 / 3월 상순 / 9.8 / 22.5 / 7.5 / 1차 웃거름 / 5월 중순 / 4.8 / 11.0 / 3.6",dtl_258549.xml,절0
사과,,재배법,묘목심기,시기 : 봄심기 / 거리 / 지력 / 품 종 / 재식거리 / (m) / 재식주수 / (주/10a) / 중 / 홍로 등 후지 / 3.2×1.2 / 3.5×1.5 / 260 / 190 / 고 / 3.8×1.5 / 3.8×1.8 / 175 / 146 / 수분수 섞어 심기 / 재배품종은 5열중 1열씩 배치 / 꽃사과 : 이웃 열과 다이아몬드형(◇)으로 10~13주 건너 나무사이 배치 / 토양 개량 목표 / 항 목 / 목 표 치 / 유 효 토 심 / 60 cm 이상 / 지 하 수 위 / 1 m 이하 / 토 양 산 도 / pH 5.8~6.3 / 염기치환용량 / 20 me/100g / 염 기 포 화 도 / 60~80% / 유 기 물 / 3 % 이상 / 인 산 / 200 ppm / 마 그 네 슘 / 2 me/100g / 칼 슘 / 8~10 me/100g / 붕 소 / 0.5 ppm / 비료주기 (g/주) / 비료주기 / 대목 / 성분 / 웃거름 / 1 / 2 / 3 / 4 / 5 / 6 / 7년이후 / M. 9 / M.26 / 질소 / 20 / 50 / 100 / 150 / 180 / 220 / 250 / 25 / 75 / 90 / 110 / 125 / 칼리 / 40 / 80 / 120 / 200 / 성목 : N:P:K= 12~15 : 6~8 : 10~12kg/10a / 물주기 / 토 양 / 물주는 양(mm) / 물주는 간격(일) / 사 질 / 양 토 / 30 / 7 / 점 토 / 35 / 9,dtl_30663.xml,절0
살구,,재배법,묘목심기,"시기 : 봄심기 및 가을심기 / 거리 : 정방형식 6.0×6.0m, Y자형 6.0×1.5~2.0m / 수분수 섞어 심기 : 주품종에 대하여 20~30% 수분수 섞어 심기 / 겨울약제 살포 / 석회보르도액 : 만개 직전 살포 / 석회유황합제 : 만개 20~30일전 살포 / 기계유유제 : 만개 50~60일전 살포 / 비료 주기 (다 자란 나무 기준 kg/10a) / 비료명 / 총량 / 밑거름 / 웃거름 / 질소 / 12.5 / 10 / 2.5 / 인산 / 6.2 / 0 / 칼리 / 10.0 / 6 / 4 / 퇴비 / 2,000 / 석회 / 200 / (2~3년에 한번) / 붕소 / 2",dtl_30664.xml,절0
체리,체리,재배법,개원 전 주의사항,"과수원 선정 / 재배안전 지역을 우선 고려(겨울철 -20oC이하로 떨어지지 않는 곳) / 내한성이 약해 추풍령 이북 내륙은 언피해 불안전 / 논전환의 경우 배수 대책 철저 / 묘목 : 제뿌리 대목묘 선정, 이중 접목묘 피함 / 품종 : 수분수 25~30% 섞어 심기 / 열매솎기 / 시기 : 만개 3~4주 후(생리낙과 종료 후) / 정도 : 1화속상단과지당 3~4과 남김 / 주의 : 가로, 위 방향의 큰 과실을 남김 / 순지르기 / 시기 : 만개 3~4주 후 / 곁가지, 원가지 등 연장지는 순지르기하지 않음 / 착색관리 / 잎솎기 : 수확 전 7~10일 / 반사필름 / 착색개시기 / 설치면적 : 포장용적의 50% 정도 / 여름전정 / 특징 / 절상면 유합이 빠름 / 수세 반발이 약함 / 수세가 강한 나무는 여름전정 위주로 / 비료주기 (kg/10a) / 비료량 (다 자란 나무, kg/10a) / 비료주기 / 구분 / 질소 / 인산 / 칼륨 / 비옥지 / 15 / 6 / 12 / 척박지 / 20 / 8 / 16",dtl_30665.xml,절0
자두,,재배법,묘목심기,"시기 : 봄심기 및 가을심기 / 거리 : 일반재배 7.0×7.0m Y자형 6×3~4m / 수분수 섞어 심기 / 주품종에 대하여 수분수 2~3품종을 20~30% 섞어 심기 / 꽃가루 / 받는 품종 / 꽃가루를 주는 품종 / 대석 / 조생 / 포모사 / 솔담 / 산타 / 로사 / 퍼플퀸 / 추희 / 대석조생 / × / ㅇ / ◎ / △ / 산타로사 / - / × : 불친화성, △ : 약간의 친화성, ㅇ : 친화력 높음, ◎ : 친화력 매우 높음 / 겨울약제 살포 / 기계유유제 : 만개 40~60일 전 살포, 수세가 약한 경우 생략 / 석회유황합제 : 만개 20~30일 전 살포 / 석회보르도액 : 만개 1주~직전 살포 / 표준 비료 주기 (다 자란 나무 기준, kg/10a) / 표준 비료 주기 / 비료명 / 총량 / 밑거름 / 웃거름 / 가을거름 / 질소 / 15 / 10.5 / 1.5 / 3 / 인산 / 7.5 / 칼리 / 12 / 7.2 / 4.8 / 퇴비 / 2,000 / 석회 / 200 / 2~3년마다 비료 주기 / 붕소 / 2",dtl_30667.xml,절0
