year,stn,name,month,month_dev,cum_dev
2024,146,전주,6,7.6,23.1
2024,146,전주,7,7.0,17.6
2024,146,전주,8,13.6,16.5
2024,146,전주,9,30.5,18.1
2024,152,울산,1,,
2024,152,울산,2,533.1,816.9
2024,152,울산,3,4.6,54.6
2024,152,울산,4,17.2,28.8
2024,152,울산,5,-4.4,11.5
2024,152,울산,6,5.6,9.2
2024,152,울산,7,7.7,8.7
2024,152,울산,8,9.2,8.8
2024,152,울산,9,20.3,10.1
2024,155,창원,1,,
2024,155,창원,2,316.7,506.6
2024,155,창원,3,8.7,49.9
2024,155,창원,4,22.1,31.3
2024,155,창원,5,3.3,17.0
2024,155,창원,6,7.8,13.5
2024,155,창원,7,7.6,11.6
2024,155,창원,8,12.3,11.8
2024,155,창원,9,25.6,13.4
2024,156,광주,1,,
2024,156,광주,2,1937.7,2692.5
2024,156,광주,3,34.0,106.5
2024,156,광주,4,36.0,54.9
2024,156,광주,5,4.0,27.1
2024,156,광주,6,5.8,18.4
2024,156,광주,7,4.9,13.9
2024,156,광주,8,9.7,12.9
2024,156,광주,9,25.2,14.2
2024,159,부산,1,,
2024,159,부산,2,212.3,409.5
2024,159,부산,3,11.4,75.1
2024,159,부산,4,24.0,43.3
2024,159,부산,5,5.3,25.0
2024,159,부산,6,9.7,19.4
2024,159,부산,7,7.8,15.7
2024,159,부산,8,13.9,15.3
2024,159,부산,9,25.8,16.5
2024,162,통영,1,,
2024,162,통영,2,338.1,588.4
2024,162,통영,3,15.7,77.8
2024,162,통영,4,21.9,41.2
2024,162,통영,5,5.4,23.1
2024,162,통영,6,5.4,16.4
2024,162,통영,7,4.6,12.6
2024,162,통영,8,12.7,12.6
2024,162,통영,9,25.7,14.1
2024,165,목포,1,,
2024,165,목포,2,5794.1,8158.8
2024,165,목포,3,39.3,131.5
2024,165,목포,4,28.4,53.3
2024,165,목포,5,2.8,24.8
2024,165,목포,6,5.6,16.8
2024,165,목포,7,7.1,13.5
2024,165,목포,8,9.7,12.5
2024,165,목포,9,24.7,13.9
2024,168,여수,1,,
2024,168,여수,2,532.4,877.5
2024,168,여수,3,21.9,86.6
2024,168,여수,4,26.1,45.3
2024,168,여수,5,4.4,24.0
2024,168,여수,6,7.4,17.6
2024,168,여수,7,6.1,13.9
2024,168,여수,8,13.9,13.9
2024,168,여수,9,27.0,15.4
2024,169,흑산도,1,,
2024,169,흑산도,2,1732.8,2972.1
2024,169,흑산도,3,85.7,225.8
2024,169,흑산도,4,45.6,91.4
2024,169,흑산도,5,14.0,47.0
2024,169,흑산도,6,15.6,33.4
2024,169,흑산도,7,11.5,25.6
2024,169,흑산도,8,19.2,23.8
2024,169,흑산도,9,32.6,24.9
2024,170,완도,1,,
2024,170,완도,2,1150.0,1680.5
2024,170,완도,3,39.8,133.8
2024,170,완도,4,36.3,65.0
2024,170,완도,5,10.0,35.6
2024,170,완도,6,9.6,25.2
2024,170,완도,7,10.6,20.3
2024,170,완도,8,16.7,19.4
2024,170,완도,9,28.1,20.4
2024,172,고창,1,,
2024,172,고창,2,,
2024,172,고창,3,44.7,136.7
2024,172,고창,4,35.4,55.5
2024,172,고창,5,-53.0,-10.0
2024,172,고창,6,3.8,-3.9
2024,172,고창,7,6.2,-0.4
2024,172,고창,8,9.6,2.3
2024,172,고창,9,31.7,5.5
2024,184,제주,1,182.3,182.3
2024,184,제주,2,162.1,170.2
2024,184,제주,3,23.3,76.7
2024,184,제주,4,23.7,48.2
2024,184,제주,5,5.6,29.2
2024,184,제주,6,8.3,21.9
2024,184,제주,7,12.4,18.9
2024,184,제주,8,12.6,17.3
2024,184,제주,9,25.6,18.2
2024,185,고산,1,189.8,189.8
2024,185,고산,2,178.4,183.1
2024,185,고산,3,23.3,82.3
2024,185,고산,4,25.8,52.0
2024,185,고산,5,4.6,31.0
2024,185,고산,6,2.9,20.9
2024,185,고산,7,5.6,16.1
2024,185,고산,8,9.7,14.4
2024,185,고산,9,22.5,15.4
2024,188,성산,1,410.1,410.1
2024,188,성산,2,261.9,305.7
2024,188,성산,3,18.3,97.6
2024,188,성산,4,25.2,55.6
2024,188,성산,5,4.4,31.6
2024,188,성산,6,6.5,22.5
2024,188,성산,7,10.2,18.5
2024,188,성산,8,10.7,16.5
2024,188,성산,9,23.2,17.3
2024,189,서귀포,1,53.2,53.2
2024,189,서귀포,2,71.3,63.2
2024,189,서귀포,3,0.9,30.2
2024,189,서귀포,4,19.0,25.1
2024,189,서귀포,5,3.2,16.4
2024,189,서귀포,6,4.1,12.5
2024,189,서귀포,7,7.2,10.9
2024,189,서귀포,8,11.2,11.0
2024,189,서귀포,9,20.7,12.1
2024,192,진주,1,,
2024,192,진주,2,23200.0,30933.3
2024,192,진주,3,40.7,102.9
